iter	Accuracy	MultiClass
0	0.9214359245	1.112493237
1	0.9372133873	0.8735959765
2	0.9406167208	0.7261073819
3	0.9410907538	0.6140268881
4	0.9499973499	0.5287377936
5	0.9519009472	0.4621822719
6	0.95311701	0.4065979433
7	0.9543472565	0.3615829903
8	0.9548720521	0.3203955443
9	0.9594795042	0.2868386458
10	0.9599415932	0.2604521038
11	0.9605395467	0.2358781634
12	0.9606268882	0.2158372426
13	0.9625334716	0.1972731651
14	0.9639227244	0.181724514
15	0.9645117198	0.1678334987
16	0.9666206071	0.1545852965
17	0.9676634798	0.1440123601
18	0.9684353699	0.1340978219
19	0.9699239084	0.1249173233
20	0.9712265662	0.1181389472
21	0.9720410072	0.1108465647
22	0.9724523335	0.1043005299
23	0.9731017962	0.09875335506
24	0.973810233	0.09473937085
25	0.9749397008	0.09039539451
26	0.9758720902	0.0861395136
27	0.9773404729	0.08182268391
28	0.9776069766	0.07840703436
29	0.9781997045	0.07552997663
30	0.9786759771	0.07342842667
31	0.9796561431	0.07071376644
32	0.979903984	0.06894508025
33	0.9802167712	0.06654326212
34	0.9809110244	0.06468241296
35	0.9811461746	0.06269830294
36	0.9816187147	0.06135212913
37	0.9817695094	0.06011505797
38	0.9820016737	0.05835365791
39	0.9829684025	0.05724251183
40	0.9837507437	0.05556122596
41	0.9840291915	0.05455745519
42	0.9843121183	0.05363591677
43	0.9847040354	0.05269033719
44	0.9850466829	0.05148411856
45	0.9850265272	0.05069607618
46	0.9854042606	0.04963750063
47	0.9857491477	0.04867378344
48	0.9857887126	0.04801976986
49	0.9860320745	0.04724708381
50	0.9865777724	0.04667362758
51	0.9868495016	0.04585881581
52	0.9872384327	0.04531767056
53	0.9873481694	0.04439089763
54	0.9877609888	0.04378083989
55	0.9880506342	0.04322696201
56	0.9880304785	0.04254029311
57	0.9881700756	0.04214171799
58	0.9885283998	0.04153961746
59	0.9884515094	0.04093845304
60	0.988584388	0.04059450289
61	0.9889173309	0.03994564024
62	0.9889972073	0.03958817871
63	0.9891218743	0.0390869954
64	0.9893868849	0.03860908984
65	0.9894727334	0.03830181105
66	0.9895302146	0.03793396443
67	0.9895354401	0.03761460159
68	0.9897989577	0.03718004794
69	0.9898265785	0.03682585241
70	0.9898825667	0.03636718454
71	0.9899736408	0.03611090313
72	0.9901139844	0.0356755154
73	0.9901766912	0.03533842082
74	0.990290907	0.03484851977
75	0.9903312185	0.0346705743
76	0.9905895105	0.03440029354
77	0.9907821098	0.03399611616
78	0.9910239786	0.03359571046
79	0.991103855	0.033222542
80	0.9912606219	0.03292682083
81	0.9913322867	0.03267806838
82	0.9914345584	0.03237261784
83	0.9915428022	0.03208227299
84	0.9915151814	0.03184453948
85	0.9916749343	0.03161706753
86	0.9917615293	0.03126517428
87	0.9918287151	0.03110802297
88	0.9918899288	0.03084557129
89	0.9919511425	0.03061526467
90	0.9919466634	0.03041001785
91	0.9919712982	0.03012514237
92	0.9920750629	0.02986630188
93	0.9923617223	0.02963499439
94	0.9924266686	0.02947212359
95	0.9924259221	0.02927870739
96	0.9924468243	0.0291088162
97	0.9925132636	0.02891527587
98	0.9925274473	0.02874489532
99	0.9926872001	0.02847956852
100	0.9927625975	0.02832032871
101	0.9928574041	0.02804610647
102	0.9928745738	0.02785037724
103	0.9929141388	0.02771013707
104	0.9929738595	0.02755497446
105	0.9929843106	0.02739393934
106	0.9930081989	0.02720659322
107	0.9930716522	0.02695688904
108	0.9931194287	0.02685826922
109	0.9931530216	0.02668049913
110	0.9932105028	0.02651064996
111	0.9932888862	0.02635590444
112	0.9933329302	0.02618682321
113	0.9934038486	0.0260063738
114	0.9934262438	0.02592423694
115	0.9934575972	0.0257769217
116	0.9935471782	0.02557620812
117	0.9936278012	0.02538810047
118	0.9937061846	0.02524296414
119	0.9938017377	0.02513479432
120	0.9937912866	0.02498442931
121	0.9938868397	0.02485592818
122	0.9939682092	0.02474501324
123	0.9940264369	0.0245863085
124	0.9940518182	0.02443470688
125	0.9940876506	0.02434081193
126	0.9940958622	0.02426856751
127	0.9941354271	0.02413699657
128	0.9941279621	0.02399456214
129	0.9941727526	0.02385807565
130	0.9943228008	0.02375559264
131	0.994333252	0.02370425901
132	0.9943713239	0.02351703315
133	0.9943048846	0.02341404064
134	0.9943780425	0.02326791405
135	0.9944205935	0.02313319993
136	0.9944870328	0.02299443685
137	0.9945042025	0.02292186915
138	0.9946378275	0.02277214306
139	0.9946699274	0.02266674564
140	0.9946990413	0.02253913036
141	0.9947050133	0.02249350637
142	0.9947012808	0.02241080368
143	0.994766227	0.0223296924
144	0.9947699596	0.02224081863
145	0.9948207222	0.02216572851
146	0.9947781712	0.02208412785
147	0.9948222152	0.02195222711
148	0.9948475965	0.02186448164
149	0.994851329	0.02177193825
150	0.9949035847	0.02165115036
151	0.9950289981	0.02154392857
152	0.9950685631	0.0214764697
153	0.9950730422	0.02141982132
154	0.995147693	0.02131605294
155	0.9951551581	0.02122217118
156	0.9951603837	0.02117218714
157	0.9951536651	0.02104686865
158	0.9951685953	0.02097913204
159	0.9951827789	0.02092440342
160	0.9951827789	0.0208582014
161	0.9951715813	0.02074866212
162	0.9952171183	0.02067705756
163	0.9952305555	0.0206413463
164	0.9952611624	0.02054882159
165	0.9952843041	0.02043389092
166	0.9953611945	0.0203298962
167	0.9953611945	0.02025060709
168	0.9954246478	0.0201290805
169	0.9954530151	0.02005986658
170	0.995485115	0.0199714741
171	0.9954970591	0.01990899162
172	0.9954552546	0.0198423055
173	0.9954978056	0.01975066775
174	0.9955060172	0.01967037144
175	0.9955112428	0.01961842771
176	0.9955134823	0.01958265915
177	0.9955403566	0.01950202524
178	0.9955231869	0.0194562391
179	0.9955523008	0.01933658054
180	0.9955941053	0.01926020234
181	0.9956493469	0.01916792986
182	0.9956209796	0.01910095024
183	0.9956971235	0.01904132792
184	0.9956642771	0.01897681046
185	0.9956471074	0.01892573302
186	0.9956889119	0.01881990338
187	0.9957344489	0.01876313842
188	0.9957747604	0.01869556028
189	0.9957687883	0.01863967298
190	0.9957889441	0.0185964908
191	0.9958001417	0.01852640952
192	0.9958262695	0.01844570131
193	0.9958531438	0.01837964671
194	0.9958486648	0.01832054166
195	0.9958471717	0.01827302081
196	0.9958591159	0.01822771037
197	0.9959001739	0.01817072707
198	0.9959031599	0.01811504471
199	0.9959128645	0.0180824515
